Prscrbr_NPI,Prscrbr_Type,Gnrc_Name,Brnd_Name,Drug_Category,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,Year
1992708663,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,25,25.0,255,158.45,23.0,2019
1992708663,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,74,74.0,567,710.53,60.0,2019
1992721021,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,23,23.0,153,310.27,23.0,2019
1992721880,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,24,24.0,160,223.19,21.0,2019
1992721880,Neurosurgery,Meloxicam,Meloxicam,NSAID,60,68.0,2024,186.26,32.0,2019
1992721880,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,39,39.0,281,630.45,26.0,2019
1992721880,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,25,27.0,439,88.53,15.0,2019
1992741839,Neurosurgery,Celecoxib,Celecoxib,NSAID,67,71.0,2130,1707.58,28.0,2019
1992741839,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,41,41.0,748,285.91,35.0,2019
1992741839,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,24,29.7,890,300.26,19.0,2019
1992741839,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,51,51.0,440,688.89,44.0,2019
1992741839,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,50,50.9,670,190.79,35.0,2019
1992741912,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,57,67.1,1961,660.82,41.0,2019
1992741912,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,37,37.0,488,495.15,28.0,2019
1992741912,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,33,33.0,398,775.32,30.0,2019
1992746689,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,11,11.0,330,163.83,,2019
1992749352,Neurosurgery,Celecoxib,Celecoxib,NSAID,24,26.0,780,976.58,14.0,2019
1992749352,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,29,40.1,1202,320.45,,2019
1992749352,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,22,22.0,67,56.35,21.0,2019
1992804819,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,23,23.0,437,256.89,16.0,2019
1992804819,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,52,60.0,1649,649.53,23.0,2019
1992804819,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,88,88.0,765,1302.46,55.0,2019
1992804819,Neurosurgery,Ibuprofen,Ibu,NSAID,11,15.0,354,161.89,,2019
1992804819,Neurosurgery,Ibuprofen,Ibuprofen,NSAID,25,28.0,528,161.71,16.0,2019
1992804819,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,30,30.0,277,719.65,22.0,2019
1992804819,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,18,18.0,155,123.84,12.0,2019
1992840813,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,16,16.0,480,206.61,,2019
1992840813,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,12,12.0,58,51.81,11.0,2019
1992840813,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,11,11.0,78,237.32,11.0,2019
1992867329,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,17,17.0,164,283.34,17.0,2019
1992884753,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,32,32.0,660,302.14,16.0,2019
1992884753,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,115,133.1,3932,1632.34,48.0,2019
1992884753,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,48,48.0,445,626.93,37.0,2019
1992884753,Neurosurgery,Pregabalin,Lyrica,Gabapentinoid,22,24.0,645,11081.8,12.0,2019
1992884753,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,11,11.0,102,274.81,,2019
1992884753,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,24,26.0,780,2806.65,11.0,2019
1992884753,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,16,16.0,281,91.79,14.0,2019
1992951370,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,19,21.0,541,344.34,,2019
1992968218,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,12,12.0,63,55.37,12.0,2019
1992968606,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,13,17.0,510,257.06,,2019
1992968606,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,11,11.0,88,71.46,,2019
1992986434,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,14,14.0,88,110.29,12.0,2019
1679580096,Neurosurgery,Pregabalin,Lyrica,Gabapentinoid,24,24.0,720,10623.15,,2019
1679580096,Neurosurgery,Meloxicam,Meloxicam,NSAID,19,19.0,570,117.74,,2019
1679580096,Neurosurgery,Morphine Sulfate,Morphine Sulfate Er,Opioid,45,45.0,1350,894.19,,2019
1679580096,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,44,44.0,1297,1128.47,13.0,2019
1679580096,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,290,290.2,8285,9050.82,57.0,2019
1679580096,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,11,11.0,330,595.14,,2019
1679580096,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,64,66.0,1980,1142.84,25.0,2019
1679580096,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,52,52.0,1319,448.59,23.0,2019
1679648927,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,21,21.0,440,178.16,,2019
1679648927,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,50,56.9,1697,821.59,16.0,2019
1679648927,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,53,53.0,787,871.11,28.0,2019
1679648927,Neurosurgery,Ibuprofen,Ibuprofen,NSAID,13,13.0,380,44.74,,2019
1679648927,Neurosurgery,Morphine Sulfate,Morphine Sulfate Er,Opioid,14,14.0,294,293.58,,2019
1679648927,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,48,48.0,703,1342.01,16.0,2019
1679648927,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,17,17.0,367,290.36,,2019
1679648927,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,21,21.0,291,91.77,14.0,2019
1679665541,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,17,17.0,460,147.81,,2019
1679665541,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,22,22.0,216,264.34,20.0,2019
1679665541,Neurosurgery,Ketorolac Tromethamine,Ketorolac Tromethamine,NSAID,16,16.0,80,317.2,15.0,2019
1679665541,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,18,18.0,225,483.99,16.0,2019
1679665541,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,56,58.7,1569,2303.42,41.0,2019
1679665541,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,46,46.0,624,181.87,22.0,2019
1679733711,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,17,17.0,490,162.31,,2019
1679759625,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,43,53.0,1590,384.64,18.0,2019
1679759625,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,83,83.0,705,855.9,48.0,2019
1679759625,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,31,31.0,295,602.04,20.0,2019
1679759625,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,15,17.0,274,181.81,,2019
1679759625,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,37,37.0,335,122.88,23.0,2019
1679864581,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,44,44.0,184,525.57,39.0,2019
1679890701,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,28,28.0,840,357.88,21.0,2019
1679890701,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,88,88.0,1317,1440.26,38.0,2019
1679890701,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,14,14.0,181,233.83,,2019
1679898548,Neurosurgery,Meloxicam,Meloxicam,NSAID,17,17.0,510,48.04,,2019
1679898548,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,12,12.0,322,435.15,,2019
1689011777,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,30,30.0,320,294.98,25.0,2019
1689605974,Neurosurgery,Acetaminophen With Codeine,Acetaminophen-Codeine,Opioid,29,29.0,214,337.74,11.0,2019
1689605974,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,57,63.0,1860,754.97,31.0,2019
1689605974,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,138,138.0,1155,1618.63,72.0,2019
1689605974,Neurosurgery,Meloxicam,Meloxicam,NSAID,41,41.0,1230,136.18,25.0,2019
1689605974,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,20,20.0,400,247.26,,2019
1689605974,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,26,26.0,215,595.41,16.0,2019
1689605974,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,13,13.0,364,141.23,12.0,2019
1689605974,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,34,34.0,243,166.6,13.0,2019
1689620775,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,21,21.0,147,111.2,,2019
1689620775,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,41,59.0,1770,696.49,,2019
1689620775,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,83,83.0,578,983.94,42.0,2019
1689620775,Neurosurgery,Hydromorphone Hcl,Hydromorphone Hcl,Opioid,12,12.0,70,70.28,,2019
1689620775,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,249,249.0,2081,3236.39,49.0,2019
1689620775,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,31,31.0,210,746.62,,2019
1689623811,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,21,21.3,629,313.04,16.0,2019
1689623811,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,94,94.0,796,956.12,65.0,2019
1689623811,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,12,12.0,111,128.24,11.0,2019
1689623811,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,29,29.0,348,139.85,24.0,2019
1689647422,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,11,11.0,308,192.69,,2019
1689657306,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,13,13.0,242,79.68,11.0,2019
1689663544,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,14,14.0,198,121.36,,2019
1689663544,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,24,24.0,288,329.77,15.0,2019
1689669905,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,38,44.4,1178,433.31,20.0,2019
1689669905,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,34,34.0,237,482.38,17.0,2019
1689669905,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,11,11.0,97,42.0,,2019
1689672446,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,20,20.0,345,158.57,13.0,2019
1689672446,Neurosurgery,Diclofenac Sodium,Diclofenac Sodium,NSAID,23,23.0,670,599.76,17.0,2019
1689672446,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,16,20.0,600,284.52,11.0,2019
1689672446,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,253,253.0,3912,2726.44,116.0,2019
1689672446,Neurosurgery,Meloxicam,Meloxicam,NSAID,41,41.0,1230,125.75,24.0,2019
1689672446,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,68,68.0,1141,1580.98,31.0,2019
1689672446,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,57,57.0,1197,186.27,33.0,2019
1689679219,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,19,19.0,264,138.88,17.0,2019
1689679219,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,12,12.0,360,172.6,,2019
1689679219,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,67,67.0,384,607.46,53.0,2019
1689679219,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,20,20.0,144,189.51,15.0,2019
1689679219,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,12,12.0,74,134.34,,2019
1689679219,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,50,50.0,518,392.57,17.0,2019
1689728289,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,23,23.0,164,75.34,17.0,2019
1689806465,Neurosurgery,Celecoxib,Celecoxib,NSAID,58,70.5,2115,2745.8,40.0,2019
1689806465,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,36,36.0,816,336.29,33.0,2019
1689806465,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,23,23.0,150,149.66,23.0,2019
1689806465,Neurosurgery,Meloxicam,Meloxicam,NSAID,57,80.5,2384,373.5,42.0,2019
1689806465,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,36,36.0,223,290.39,34.0,2019
1689808107,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,35,35.0,293,364.62,32.0,2019
1689808107,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,16,16.0,319,596.4,12.0,2019
1689833329,Neurosurgery,Baclofen,Baclofen,Muscle Relaxant,23,25.1,672,553.59,14.0,2019
1689833329,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,30,31.3,677,383.11,24.0,2019
1689833329,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,99,131.0,3931,1948.45,43.0,2019
1689833329,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,51,51.0,673,800.26,32.0,2019
1689833329,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,48,48.0,552,709.63,32.0,2019
1689833329,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,20,20.0,198,304.97,15.0,2019
1689833329,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,13,15.7,430,164.64,,2019
1689833329,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,68,68.0,1088,416.92,38.0,2019
1689847733,Neurosurgery,Baclofen,Baclofen,Muscle Relaxant,18,20.0,526,297.7,14.0,2019
1689847733,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,30,30.0,141,213.66,29.0,2019
1689847733,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,18,18.0,248,59.17,12.0,2019
1689870990,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,12,12.0,178,56.21,,2019
1689870990,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,18,18.3,182,130.31,12.0,2019
1689871998,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,13,13.0,235,133.85,13.0,2019
1689871998,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,17,19.0,456,269.76,,2019
1689871998,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,54,54.0,377,740.94,38.0,2019
1689871998,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,21,21.0,135,265.67,11.0,2019
1689871998,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,18,18.0,137,282.56,12.0,2019
1689871998,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,12,14.0,271,179.4,,2019
1689876005,Neurosurgery,Acetaminophen With Codeine,Acetaminophen-Codeine,Opioid,76,76.0,493,639.42,51.0,2019
1689876005,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,42,42.0,444,977.42,15.0,2019
1689876005,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,42,42.0,496,324.72,26.0,2019
1689876005,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,20,20.0,138,109.02,14.0,2019
1699703785,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,12,12.0,209,151.47,,2019
1699703785,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,26,26.0,242,499.85,22.0,2019
1699703785,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,59,59.0,497,1681.93,34.0,2019
1699709741,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,12,12.0,150,64.55,,2019
1699709741,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,43,52.5,1498,564.27,16.0,2019
1699719963,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,21,22.0,558,486.8,13.0,2019
1699719963,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,88,88.0,954,1800.77,63.0,2019
1699719963,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,29,29.0,310,672.41,26.0,2019
1699719963,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,15,17.0,304,245.86,13.0,2019
1699719963,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,26,26.0,269,168.24,13.0,2019
1699732917,Neurosurgery,Meloxicam,Meloxicam,NSAID,11,11.0,330,44.82,,2019
1699741637,Neurosurgery,Acetaminophen With Codeine,Acetaminophen-Codeine,Opioid,79,79.0,837,425.47,46.0,2019
1699741637,Neurosurgery,Baclofen,Baclofen,Muscle Relaxant,37,37.2,1019,1010.44,17.0,2019
1699741637,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,37,37.3,1070,177.43,20.0,2019
1699741637,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,520,552.0,16408,3934.88,207.0,2019
1699741637,Neurosurgery,Ibuprofen,Ibu,NSAID,18,19.0,570,110.4,,2019
1699741637,Neurosurgery,Ibuprofen,Ibuprofen,NSAID,65,70.0,1979,391.8,45.0,2019
1699741637,Neurosurgery,Naproxen,Naproxen,NSAID,146,151.2,4524,1011.53,70.0,2019
1699741637,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,392,394.0,9802,1597.73,115.0,2019
1699751990,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,14,14.0,220,178.86,11.0,2019
1699752048,Neurosurgery,Celecoxib,Celecoxib,NSAID,32,36.0,1050,1154.5,14.0,2019
1699752048,Neurosurgery,Diclofenac Sodium,Diclofenac Sodium Er,NSAID,12,12.0,320,364.51,,2019
1699752048,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,154,174.2,5159,1801.63,69.0,2019
1699752048,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,12,12.0,135,75.12,,2019
1699752048,Neurosurgery,Meloxicam,Meloxicam,NSAID,38,44.0,1305,207.55,23.0,2019
1699752048,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,52,52.0,650,510.63,35.0,2019
