Prscrbr_NPI,Prscrbr_Type,Gnrc_Name,Brnd_Name,Drug_Category,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,Year
1720044415,Neurosurgery,Celecoxib,Celecoxib,NSAID,15,26.0,780,631.82,,2020
1720044415,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,177,269.3,8079,1933.84,64.0,2020
1720044415,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,55,55.0,619,311.23,40.0,2020
1720044415,Neurosurgery,Meloxicam,Meloxicam,NSAID,83,139.0,4170,349.99,29.0,2020
1720044415,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,48,48.0,334,429.83,41.0,2020
1720044415,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,46,56.0,1440,430.97,18.0,2020
1720044415,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,20,21.0,270,79.08,12.0,2020
1720046295,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,118,182.0,5368,1195.9,37.0,2020
1720046295,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,28,28.0,163,135.56,22.0,2020
1720046295,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,14,14.0,85,132.1,,2020
1720046295,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,55,55.0,327,123.48,43.0,2020
1720059108,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,15,19.0,570,246.65,,2020
1720060775,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,113,113.0,1615,1025.52,96.0,2020
1720060775,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,21,25.0,721,224.2,13.0,2020
1720060775,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,162,162.0,1148,1972.13,139.0,2020
1720060775,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,22,22.0,158,315.47,21.0,2020
1720098023,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,73,83.6,2053,969.29,29.0,2020
1720098023,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,57,57.0,366,408.29,48.0,2020
1720101827,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,15,19.0,563,220.72,11.0,2020
1720101827,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,21,21.0,148,158.02,16.0,2020
1720101827,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,19,19.0,300,149.84,15.0,2020
1720101827,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,45,45.0,366,321.31,29.0,2020
1720151855,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,131,133.0,2934,1611.97,70.0,2020
1720151855,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,23,29.0,795,201.83,,2020
1720151855,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,123,123.0,1385,1513.03,69.0,2020
1720151855,Neurosurgery,Ibuprofen,Ibuprofen,NSAID,48,48.0,990,357.66,38.0,2020
1720180946,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,11,11.0,63,34.22,,2020
1720180946,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,35,53.0,1583,500.48,12.0,2020
1720180946,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,23,23.0,137,184.41,15.0,2020
1720213895,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,14,18.0,459,90.79,,2020
1720213895,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,20,20.0,201,264.2,,2020
1720213895,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,41,41.0,354,472.33,22.0,2020
1720213895,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,13,13.0,108,239.95,,2020
1720213895,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,59,59.0,1422,780.2,37.0,2020
1720213895,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,24,24.0,276,148.18,13.0,2020
1720228331,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,17,17.0,424,198.73,14.0,2020
1720228331,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,49,61.0,1792,477.37,22.0,2020
1720228331,Neurosurgery,Ibuprofen,Ibuprofen,NSAID,13,15.0,362,96.68,,2020
1720228331,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,32,32.0,340,282.63,18.0,2020
1720228331,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,50,55.0,1565,568.18,33.0,2020
1720244304,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,12,15.0,450,186.3,,2020
1720272800,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,11,12.0,183,30.89,,2020
1720345119,Neurosurgery,Acetaminophen With Codeine,Acetaminophen-Codeine,Opioid,43,43.0,294,305.81,30.0,2020
1720345119,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,13,13.0,330,234.6,,2020
1720345119,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,32,32.0,810,153.76,12.0,2020
1720345119,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,16,16.0,124,153.51,13.0,2020
1720345119,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,30,32.3,655,562.78,17.0,2020
1720402522,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,12,14.1,373,136.53,,2020
1720402522,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,105,105.0,542,693.74,50.0,2020
1720402522,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,34,34.0,186,415.57,11.0,2020
1730106204,Neurosurgery,Celecoxib,Celecoxib,NSAID,32,40.0,1200,1487.88,16.0,2020
1730106204,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,186,229.0,6827,3420.44,66.0,2020
1730106204,Neurosurgery,Meloxicam,Meloxicam,NSAID,13,15.0,451,90.25,,2020
1730106204,Neurosurgery,Naproxen,Naproxen,NSAID,15,15.0,450,114.66,,2020
1730106204,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,37,54.0,1574,2394.58,11.0,2020
1730106204,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,23,23.0,369,124.09,16.0,2020
1730113275,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,11,11.0,62,160.93,,2020
1730184920,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,14,16.0,480,131.06,,2020
1730184920,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,90,90.0,591,562.71,63.0,2020
1730184920,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,19,19.0,115,105.05,,2020
1730228750,Neurosurgery,Baclofen,Baclofen,Muscle Relaxant,14,14.0,420,855.71,,2020
1730228750,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,33,41.0,1172,598.85,17.0,2020
1730228750,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,187,239.5,7155,4553.01,55.0,2020
1730228750,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,25,25.0,398,821.66,14.0,2020
1730228750,Neurosurgery,Ibuprofen,Ibuprofen,NSAID,28,30.0,799,297.79,13.0,2020
1730228750,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,35,35.0,379,629.08,19.0,2020
1730228750,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,59,59.0,589,1676.68,34.0,2020
1730228750,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,12,14.0,420,776.08,,2020
1730228750,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,45,45.0,1024,572.92,21.0,2020
1730272550,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,15,15.0,440,401.82,,2020
1730272550,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,27,33.0,970,310.33,11.0,2020
1730272550,Neurosurgery,Meloxicam,Meloxicam,NSAID,66,68.0,2040,197.59,26.0,2020
1730272550,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,16,20.0,570,217.18,,2020
1730272550,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,50,50.0,431,579.13,30.0,2020
1730272550,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,45,63.0,1817,669.9,23.0,2020
1730272550,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,11,11.0,142,33.19,,2020
1730317090,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,32,34.0,571,238.78,13.0,2020
1730317090,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,11,13.3,301,100.42,,2020
1730317090,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,25,25.0,303,346.24,20.0,2020
1730317090,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,54,54.0,553,978.82,32.0,2020
1730317090,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,11,11.0,148,27.35,,2020
1730340324,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,16,16.0,91,186.3,15.0,2020
1730340324,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,11,11.0,156,139.18,,2020
1730347899,Neurosurgery,Diclofenac Sodium,Diclofenac Sodium,NSAID,32,34.7,903,410.79,21.0,2020
1730347899,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,112,120.0,3600,1266.94,55.0,2020
1730347899,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,107,107.0,941,975.16,96.0,2020
1730347899,Neurosurgery,Meloxicam,Meloxicam,NSAID,29,32.0,930,113.03,22.0,2020
1730347899,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,14,14.0,153,40.8,11.0,2020
1730352535,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,17,17.0,262,238.88,11.0,2020
1730352535,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,22,22.0,126,296.16,22.0,2020
1730352535,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,11,11.0,150,101.6,11.0,2020
1730368499,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,20,20.0,99,119.89,17.0,2020
1730368499,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,21,21.0,252,201.64,,2020
1730368499,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,19,19.0,194,175.86,14.0,2020
1730368499,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,18,18.0,187,82.98,13.0,2020
1740214295,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,15,15.0,290,190.84,,2020
1740214295,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,45,48.3,1435,539.34,12.0,2020
1740214295,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,48,48.0,965,875.26,23.0,2020
1740214295,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,37,37.0,880,215.32,,2020
1740221910,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,15,15.0,165,78.23,13.0,2020
1740221910,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,75,88.0,2497,746.35,36.0,2020
1740244813,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,21,21.0,555,363.89,,2020
1740244813,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,65,65.0,456,677.3,56.0,2020
1740244813,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,21,21.0,164,393.57,18.0,2020
1740244813,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,15,16.9,506,587.41,,2020
1740244813,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,14,14.0,105,75.55,12.0,2020
1740250752,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,12,14.1,320,123.17,,2020
1740265370,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,39,39.0,150,318.25,28.0,2020
1740266758,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,13,13.0,188,261.31,,2020
1740268812,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,18,18.0,112,148.96,18.0,2020
1740276773,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,20,20.1,488,246.19,11.0,2020
1740276773,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,22,22.0,136,298.79,21.0,2020
1740276773,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,13,13.0,121,62.54,,2020
1740277425,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,21,25.0,709,182.87,12.0,2020
1740277425,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,35,35.0,372,358.76,16.0,2020
1740281880,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,42,44.3,1329,528.2,14.0,2020
1740281880,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,221,221.0,1684,2452.28,113.0,2020
1740281880,Neurosurgery,Meloxicam,Meloxicam,NSAID,12,14.0,397,57.63,,2020
1740281880,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,25,25.0,586,261.2,17.0,2020
1740281880,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,41,41.0,310,509.56,19.0,2020
1740281880,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,51,51.0,1042,527.48,31.0,2020
1740281880,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,13,13.0,92,35.64,,2020
1740284777,Neurosurgery,Flurbiprofen,Flurbiprofen,NSAID,44,47.0,1067,810.69,27.0,2020
1740284777,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,12,12.0,279,100.9,,2020
1740284777,Neurosurgery,Meloxicam,Meloxicam,NSAID,21,23.0,690,76.27,,2020
1740321884,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,24,32.5,975,530.57,11.0,2020
1740397306,Neurosurgery,Acetaminophen With Codeine,Acetaminophen-Codeine,Opioid,15,15.0,179,67.88,,2020
1740397306,Neurosurgery,Baclofen,Baclofen,Muscle Relaxant,13,13.0,390,376.15,,2020
1740397306,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,69,75.0,2027,571.73,34.0,2020
1740397306,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,102,102.0,1092,585.88,39.0,2020
1740397306,Neurosurgery,Meloxicam,Meloxicam,NSAID,20,29.0,855,82.91,,2020
1740397306,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,100,102.5,2593,935.58,52.0,2020
1740397306,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,11,11.0,103,96.64,,2020
1740397306,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,12,12.0,300,484.91,,2020
1740397306,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,41,42.6,1145,396.31,19.0,2020
1740397306,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,135,135.0,1808,466.79,73.0,2020
1740414895,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,20,20.0,251,210.88,17.0,2020
1740414895,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,52,52.0,323,1324.74,44.0,2020
1740418235,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,11,13.0,380,715.84,,2020
1740418235,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,33,33.0,167,244.4,22.0,2020
1740463983,Neurosurgery,Baclofen,Baclofen,Muscle Relaxant,16,17.0,500,380.66,,2020
1740463983,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,14,14.0,370,150.92,,2020
1740463983,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,136,148.5,4162,1914.78,35.0,2020
1740463983,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,63,63.0,871,815.78,20.0,2020
1740463983,Neurosurgery,Hydromorphone Hcl,Hydromorphone Hcl,Opioid,11,11.0,138,92.81,,2020
1740463983,Neurosurgery,Meloxicam,Meloxicam,NSAID,21,21.0,630,71.23,,2020
1740463983,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,96,96.0,1712,3009.57,24.0,2020
1740463983,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,12,12.0,149,122.01,,2020
1740463983,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,14,15.0,450,989.95,,2020
1740463983,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,30,40.0,1039,508.82,22.0,2020
1740463983,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,26,26.0,265,78.85,15.0,2020
1740523869,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,48,48.0,518,728.87,39.0,2020
