Prscrbr_NPI,Prscrbr_Type,Gnrc_Name,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,Drug_Category,Year
1003071010,Orthopedic Surgery,Gabapentin,103,136.0,4055,1460.23,46.0,Gabapentinoid,2018
1003071010,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,20,20.0,137,356.42,16.0,Opioid,2018
1003071010,Orthopedic Surgery,Tizanidine Hcl,36,36.0,993,370.47,28.0,Muscle Relaxant,2018
1003071010,Orthopedic Surgery,Tramadol Hcl,68,68.0,963,345.52,52.0,Opioid,2018
1003098351,Orthopedic Surgery,Oxycodone Hcl,20,20.0,276,308.86,15.0,Opioid,2018
1003098351,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,35,35.0,457,626.04,11.0,Opioid,2018
1003098351,Orthopedic Surgery,Tramadol Hcl,32,32.0,685,268.77,15.0,Opioid,2018
1003805466,Neurosurgery,Gabapentin,20,20.5,599,224.68,17.0,Gabapentinoid,2018
1003805466,Neurosurgery,Tramadol Hcl,13,13.0,214,65.32,11.0,Opioid,2018
1003812264,Neurosurgery,Celecoxib,11,11.0,330,283.13,,NSAID,2018
1003812264,Neurosurgery,Gabapentin,14,16.0,480,188.72,13.0,Gabapentinoid,2018
1003812264,Neurosurgery,Hydrocodone/Acetaminophen,99,99.0,737,1095.53,56.0,Opioid,2018
1003812264,Neurosurgery,Tramadol Hcl,56,56.0,448,277.92,41.0,Opioid,2018
1003814716,Neurosurgery,Cyclobenzaprine Hcl,42,44.1,1307,483.14,20.0,Muscle Relaxant,2018
1003814716,Neurosurgery,Hydrocodone/Acetaminophen,29,30.4,632,538.31,20.0,Opioid,2018
1003814716,Neurosurgery,Oxycodone Hcl/Acetaminophen,90,90.0,1097,2323.37,50.0,Opioid,2018
1003814716,Neurosurgery,Tizanidine Hcl,18,18.1,539,335.11,,Muscle Relaxant,2018
1003814716,Neurosurgery,Tramadol Hcl,20,20.1,526,208.74,,Opioid,2018
1003814914,Neurosurgery,Gabapentin,20,22.0,632,434.92,,Gabapentinoid,2018
1003814914,Neurosurgery,Hydrocodone/Acetaminophen,26,26.0,153,248.38,21.0,Opioid,2018
1003817404,Neurosurgery,Cyclobenzaprine Hcl,54,62.0,1380,490.35,24.0,Muscle Relaxant,2018
1003817404,Neurosurgery,Gabapentin,13,15.0,427,90.59,,Gabapentinoid,2018
1003817404,Neurosurgery,Hydrocodone/Acetaminophen,12,12.0,84,280.46,,Opioid,2018
1003817404,Neurosurgery,Ibuprofen,50,58.7,1535,564.56,20.0,NSAID,2018
1003817404,Neurosurgery,Naproxen,29,39.7,1190,289.71,11.0,NSAID,2018
1003817404,Neurosurgery,Oxycodone Hcl/Acetaminophen,25,25.0,197,697.63,20.0,Opioid,2018
1003817602,Orthopedic Surgery,Hydrocodone/Acetaminophen,33,33.0,194,439.22,29.0,Opioid,2018
1003817602,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,37,37.0,219,886.35,31.0,Opioid,2018
1003817602,Orthopedic Surgery,Tramadol Hcl,19,19.0,146,97.37,17.0,Opioid,2018
1003819913,Neurosurgery,Acetaminophen With Codeine,77,77.0,540,761.37,35.0,Opioid,2018
1003819913,Neurosurgery,Cyclobenzaprine Hcl,22,22.0,294,118.78,15.0,Muscle Relaxant,2018
1003819913,Neurosurgery,Gabapentin,18,23.1,692,256.66,,Gabapentinoid,2018
1003823170,Orthopedic Surgery,Hydrocodone/Acetaminophen,46,46.0,381,500.55,31.0,Opioid,2018
1003823170,Orthopedic Surgery,Naproxen,54,60.0,1393,301.98,25.0,NSAID,2018
1003823170,Orthopedic Surgery,Tramadol Hcl,27,27.0,265,129.56,18.0,Opioid,2018
1003834490,Orthopedic Surgery,Baclofen,11,11.0,310,101.03,,Muscle Relaxant,2018
1003834490,Orthopedic Surgery,Celecoxib,20,24.0,720,450.75,11.0,NSAID,2018
1003834490,Orthopedic Surgery,Cyclobenzaprine Hcl,11,11.0,298,100.31,,Muscle Relaxant,2018
1003834490,Orthopedic Surgery,Diclofenac Sodium,19,21.0,630,292.43,18.0,NSAID,2018
1003834490,Orthopedic Surgery,Gabapentin,100,106.0,3132,1109.32,50.0,Gabapentinoid,2018
1003834490,Orthopedic Surgery,Hydrocodone/Acetaminophen,11,11.0,84,78.16,,Opioid,2018
1003834490,Orthopedic Surgery,Hydromorphone Hcl,15,15.0,99,85.66,,Opioid,2018
1003834490,Orthopedic Surgery,Meloxicam,78,90.0,2688,715.96,41.0,NSAID,2018
1003834490,Orthopedic Surgery,Nabumetone,27,27.0,810,464.54,22.0,NSAID,2018
1003834490,Orthopedic Surgery,Oxycodone Hcl,39,39.0,300,299.31,22.0,Opioid,2018
1003834490,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,28,28.0,200,208.03,15.0,Opioid,2018
1003834490,Orthopedic Surgery,Tizanidine Hcl,34,36.0,990,1501.46,19.0,Muscle Relaxant,2018
1003834490,Orthopedic Surgery,Tramadol Hcl,55,55.0,432,276.89,22.0,Opioid,2018
1003834680,Neurosurgery,Acetaminophen With Codeine,24,25.0,505,229.44,,Opioid,2018
1003834680,Neurosurgery,Gabapentin,39,58.7,1752,434.66,11.0,Gabapentinoid,2018
1003834680,Neurosurgery,Pregabalin,13,13.0,375,2760.36,,Gabapentinoid,2018
1003834680,Neurosurgery,Meloxicam,18,18.0,540,24.01,,NSAID,2018
1003834680,Neurosurgery,Methocarbamol,18,18.3,314,197.52,,Muscle Relaxant,2018
1003834680,Neurosurgery,Oxycodone Hcl,47,47.0,748,660.88,39.0,Opioid,2018
1003834680,Neurosurgery,Tramadol Hcl,16,16.0,273,96.46,,Opioid,2018
1003843681,Orthopedic Surgery,Acetaminophen With Codeine,14,14.0,273,214.02,,Opioid,2018
1003843681,Orthopedic Surgery,Celecoxib,136,187.0,5585,21589.53,34.0,NSAID,2018
1003843681,Orthopedic Surgery,Cyclobenzaprine Hcl,118,124.7,3063,1632.33,29.0,Muscle Relaxant,2018
1003843681,Orthopedic Surgery,Diclofenac Sodium,391,464.0,13835,6615.36,121.0,NSAID,2018
1003843681,Orthopedic Surgery,Gabapentin,294,380.2,10976,4712.42,78.0,Gabapentinoid,2018
1003843681,Orthopedic Surgery,Hydrocodone/Acetaminophen,391,392.0,10843,9584.92,75.0,Opioid,2018
1003843681,Orthopedic Surgery,Ibuprofen,20,32.0,960,223.25,,NSAID,2018
1003843681,Orthopedic Surgery,Pregabalin,61,69.0,2047,35489.81,,Gabapentinoid,2018
1003843681,Orthopedic Surgery,Meloxicam,26,64.0,1920,146.49,,NSAID,2018
1003843681,Orthopedic Surgery,Metaxalone,22,22.0,660,3013.97,,Muscle Relaxant,2018
1003843681,Orthopedic Surgery,Oxycodone Hcl,60,60.0,1420,1475.56,13.0,Opioid,2018
1003843681,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,112,113.0,2762,3558.18,41.0,Opioid,2018
1003843681,Orthopedic Surgery,Tizanidine Hcl,15,15.0,440,1548.65,,Muscle Relaxant,2018
1003843681,Orthopedic Surgery,Tramadol Hcl,597,611.3,13169,5272.28,155.0,Opioid,2018
1003844523,Orthopedic Surgery,Celecoxib,17,17.0,510,1072.57,,NSAID,2018
1003844523,Orthopedic Surgery,Cyclobenzaprine Hcl,53,53.0,1226,512.28,25.0,Muscle Relaxant,2018
1003844523,Orthopedic Surgery,Gabapentin,19,19.0,554,327.79,,Gabapentinoid,2018
1003844523,Orthopedic Surgery,Hydrocodone/Acetaminophen,119,119.0,2745,2603.24,50.0,Opioid,2018
1003844523,Orthopedic Surgery,Meloxicam,51,75.0,2250,257.74,20.0,NSAID,2018
1003844523,Orthopedic Surgery,Oxycodone Hcl,13,13.0,154,159.8,11.0,Opioid,2018
1003844523,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,63,63.0,1256,2072.87,33.0,Opioid,2018
1003844523,Orthopedic Surgery,Tramadol Hcl,60,60.7,1370,254.78,32.0,Opioid,2018
1003847484,Neurosurgery,Gabapentin,15,15.0,390,129.81,,Gabapentinoid,2018
1003850736,Neurosurgery,Gabapentin,23,23.1,694,252.56,14.0,Gabapentinoid,2018
1003850736,Neurosurgery,Hydrocodone/Acetaminophen,63,63.7,640,594.91,49.0,Opioid,2018
1003850736,Neurosurgery,Oxycodone Hcl/Acetaminophen,105,105.0,1051,1540.85,83.0,Opioid,2018
1003878877,Neurosurgery,Baclofen,40,40.0,790,406.98,34.0,Muscle Relaxant,2018
1003878877,Neurosurgery,Hydrocodone/Acetaminophen,86,86.0,497,1159.6,56.0,Opioid,2018
1003878877,Neurosurgery,Hydromorphone Hcl,14,14.0,105,136.29,11.0,Opioid,2018
1003878877,Neurosurgery,Oxycodone Hcl/Acetaminophen,291,291.0,1762,6496.06,186.0,Opioid,2018
1003878877,Neurosurgery,Tizanidine Hcl,13,13.0,260,155.64,13.0,Muscle Relaxant,2018
1003878877,Neurosurgery,Tramadol Hcl,39,39.0,367,197.2,28.0,Opioid,2018
1003880238,Neurosurgery,Cyclobenzaprine Hcl,15,15.0,420,740.1,,Muscle Relaxant,2018
1003880238,Neurosurgery,Gabapentin,72,91.0,2647,806.93,20.0,Gabapentinoid,2018
1003880238,Neurosurgery,Hydrocodone/Acetaminophen,23,23.0,368,582.09,,Opioid,2018
1003880238,Neurosurgery,Oxycodone Hcl,46,46.0,517,1364.11,18.0,Opioid,2018
1003880238,Neurosurgery,Tramadol Hcl,22,22.5,318,148.02,16.0,Opioid,2018
1003891896,Neurosurgery,Baclofen,19,25.0,605,327.44,15.0,Muscle Relaxant,2018
1003891896,Neurosurgery,Celecoxib,12,13.0,365,874.68,,NSAID,2018
1003891896,Neurosurgery,Fentanyl,11,11.0,330,737.08,,Opioid,2018
1003891896,Neurosurgery,Gabapentin,102,103.0,3059,1076.28,42.0,Gabapentinoid,2018
1003891896,Neurosurgery,Hydrocodone/Acetaminophen,81,81.0,1507,1045.27,24.0,Opioid,2018
1003891896,Neurosurgery,Ibuprofen,16,16.0,470,153.59,,NSAID,2018
1003891896,Neurosurgery,Naproxen,18,18.5,555,159.96,11.0,NSAID,2018
1003891896,Neurosurgery,Oxycodone Hcl/Acetaminophen,19,19.0,317,711.49,,Opioid,2018
1003891896,Neurosurgery,Tramadol Hcl,18,18.0,394,75.3,15.0,Opioid,2018
1003894460,Orthopedic Surgery,Hydrocodone/Acetaminophen,12,12.0,286,795.15,,Opioid,2018
1003897000,Orthopedic Surgery,Acetaminophen With Codeine,24,24.0,477,172.21,19.0,Opioid,2018
1003897000,Orthopedic Surgery,Celecoxib,113,113.0,3390,3587.35,61.0,NSAID,2018
1003897000,Orthopedic Surgery,Etodolac,230,231.0,6890,11466.95,142.0,NSAID,2018
1003897000,Orthopedic Surgery,Gabapentin,21,21.0,564,150.13,14.0,Gabapentinoid,2018
1003897000,Orthopedic Surgery,Hydrocodone/Acetaminophen,99,99.0,1546,1603.18,66.0,Opioid,2018
1003897000,Orthopedic Surgery,Meloxicam,326,334.0,10012,1104.0,199.0,NSAID,2018
1003897000,Orthopedic Surgery,Nabumetone,22,23.0,690,391.17,15.0,NSAID,2018
1003897000,Orthopedic Surgery,Naproxen,11,11.0,330,81.45,,NSAID,2018
1003897000,Orthopedic Surgery,Tramadol Hcl,27,27.0,493,83.4,23.0,Opioid,2018
1003900051,Neurosurgery,Acetaminophen With Codeine,16,16.0,350,123.98,14.0,Opioid,2018
1003900051,Neurosurgery,Cyclobenzaprine Hcl,92,92.0,2574,1391.65,59.0,Muscle Relaxant,2018
1003900051,Neurosurgery,Diclofenac Sodium,55,75.0,2100,1022.17,37.0,NSAID,2018
1003900051,Neurosurgery,Gabapentin,29,29.0,753,300.86,19.0,Gabapentinoid,2018
1003900051,Neurosurgery,Hydrocodone/Acetaminophen,71,71.0,876,581.61,51.0,Opioid,2018
1003900051,Neurosurgery,Meloxicam,103,107.0,2986,459.47,61.0,NSAID,2018
1003900051,Neurosurgery,Oxycodone Hcl/Acetaminophen,14,14.0,167,137.66,13.0,Opioid,2018
1003900051,Neurosurgery,Tizanidine Hcl,16,16.0,280,300.7,,Muscle Relaxant,2018
1003900051,Neurosurgery,Tramadol Hcl,43,43.0,763,156.63,35.0,Opioid,2018
1003920224,Neurosurgery,Acetaminophen With Codeine,96,96.0,1055,1089.31,42.0,Opioid,2018
1003920224,Neurosurgery,Cyclobenzaprine Hcl,13,13.0,227,71.8,,Muscle Relaxant,2018
1003920224,Neurosurgery,Gabapentin,23,23.1,680,311.29,,Gabapentinoid,2018
1003920224,Neurosurgery,Hydrocodone/Acetaminophen,130,130.0,1854,1939.92,82.0,Opioid,2018
1003920224,Neurosurgery,Tizanidine Hcl,107,110.0,1779,1070.62,61.0,Muscle Relaxant,2018
1003920224,Neurosurgery,Tramadol Hcl,46,48.0,734,278.31,23.0,Opioid,2018
1003958893,Neurosurgery,Gabapentin,30,31.2,748,405.8,15.0,Gabapentinoid,2018
1003958893,Neurosurgery,Oxycodone Hcl/Acetaminophen,11,11.0,127,305.13,,Opioid,2018
1003980566,Orthopedic Surgery,Carisoprodol,28,28.0,810,106.19,,Muscle Relaxant,2018
1003980566,Orthopedic Surgery,Gabapentin,27,35.0,1050,276.8,,Gabapentinoid,2018
1003980566,Orthopedic Surgery,Hydrocodone/Acetaminophen,264,264.0,5409,10820.7,50.0,Opioid,2018
1003980566,Orthopedic Surgery,Hydromorphone Hcl,30,30.0,754,593.11,,Opioid,2018
1003980566,Orthopedic Surgery,Methadone Hcl,14,14.0,318,431.16,,Opioid,2018
1003980566,Orthopedic Surgery,Morphine Sulfate,22,22.0,530,2010.79,,Opioid,2018
1003980566,Orthopedic Surgery,Oxycodone Hcl,42,42.0,774,1141.43,,Opioid,2018
1003980566,Orthopedic Surgery,Oxycodone Hcl,24,24.0,690,11709.24,,Opioid,2018
1003980566,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,196,196.0,3933,14009.3,24.0,Opioid,2018
1003980566,Orthopedic Surgery,Oxycodone Hcl,28,28.0,840,23710.06,,Opioid,2018
1003980566,Orthopedic Surgery,Tramadol Hcl,63,63.0,1082,663.35,27.0,Opioid,2018
1003986514,Orthopedic Surgery,Celecoxib,33,39.0,1154,4276.45,14.0,NSAID,2018
1003986514,Orthopedic Surgery,Cyclobenzaprine Hcl,14,14.0,420,92.7,,Muscle Relaxant,2018
1003986514,Orthopedic Surgery,Diclofenac Sodium,35,35.0,483,1965.65,11.0,NSAID,2018
1003986514,Orthopedic Surgery,Gabapentin,370,441.3,13176,2334.89,139.0,Gabapentinoid,2018
1003986514,Orthopedic Surgery,Hydrocodone/Acetaminophen,17,17.0,104,160.04,12.0,Opioid,2018
1003986514,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,44,44.0,237,463.08,25.0,Opioid,2018
1003986514,Orthopedic Surgery,Tramadol Hcl,36,36.0,184,125.14,28.0,Opioid,2018
1013002625,Orthopedic Surgery,Hydrocodone/Acetaminophen,72,72.0,553,937.09,62.0,Opioid,2018
1013002625,Orthopedic Surgery,Ibuprofen,15,15.0,350,115.49,,NSAID,2018
1013002625,Orthopedic Surgery,Meloxicam,38,63.3,1890,365.02,24.0,NSAID,2018
1013002625,Orthopedic Surgery,Tramadol Hcl,89,89.0,1633,722.84,59.0,Opioid,2018
1013061084,Neurosurgery,Methocarbamol,13,13.0,345,125.76,,Muscle Relaxant,2018
1013074558,Neurosurgery,Gabapentin,23,24.0,720,256.83,11.0,Gabapentinoid,2018
1013074558,Neurosurgery,Oxycodone Hcl,28,28.0,487,522.01,19.0,Opioid,2018
1013084615,Neurosurgery,Hydrocodone/Acetaminophen,13,13.0,105,93.24,,Opioid,2018
1013097427,Neurosurgery,Cyclobenzaprine Hcl,27,27.0,401,206.67,22.0,Muscle Relaxant,2018
1013097427,Neurosurgery,Hydrocodone/Acetaminophen,22,22.0,146,279.14,20.0,Opioid,2018
1013097427,Neurosurgery,Hydromorphone Hcl,28,28.0,123,185.93,22.0,Opioid,2018
1013097427,Neurosurgery,Oxycodone Hcl/Acetaminophen,37,37.0,311,795.78,29.0,Opioid,2018
1013097427,Neurosurgery,Tramadol Hcl,12,12.0,113,66.52,11.0,Opioid,2018
1013111624,Neurosurgery,Cyclobenzaprine Hcl,16,16.0,480,130.77,,Muscle Relaxant,2018
1013111624,Neurosurgery,Gabapentin,14,18.0,530,100.46,,Gabapentinoid,2018
1013111624,Neurosurgery,Hydrocodone/Acetaminophen,12,12.0,68,132.12,11.0,Opioid,2018
1013111624,Neurosurgery,Oxycodone Hcl/Acetaminophen,16,16.0,112,209.14,14.0,Opioid,2018
1013114735,Neurosurgery,Cyclobenzaprine Hcl,30,30.0,576,259.58,14.0,Muscle Relaxant,2018
1013114735,Neurosurgery,Gabapentin,57,65.0,1950,763.59,14.0,Gabapentinoid,2018
1013114735,Neurosurgery,Hydrocodone/Acetaminophen,51,51.0,450,681.13,29.0,Opioid,2018
1013114735,Neurosurgery,Oxycodone Hcl/Acetaminophen,73,73.0,550,1171.56,54.0,Opioid,2018
1013114735,Neurosurgery,Tramadol Hcl,58,58.0,589,368.47,29.0,Opioid,2018
1013117688,Neurosurgery,Cyclobenzaprine Hcl,19,19.0,298,157.47,13.0,Muscle Relaxant,2018
1013117688,Neurosurgery,Gabapentin,62,64.2,1833,711.27,25.0,Gabapentinoid,2018
1013117688,Neurosurgery,Hydrocodone/Acetaminophen,104,104.0,1116,1920.82,65.0,Opioid,2018
1013117688,Neurosurgery,Meloxicam,25,28.0,840,362.36,15.0,NSAID,2018
1013117688,Neurosurgery,Methocarbamol,19,19.0,456,175.74,,Muscle Relaxant,2018
1013117688,Neurosurgery,Oxycodone Hcl,48,48.5,572,821.79,36.0,Opioid,2018
1013117688,Neurosurgery,Oxycodone Hcl/Acetaminophen,37,37.0,441,1423.28,23.0,Opioid,2018
1013117688,Neurosurgery,Tizanidine Hcl,95,97.0,1656,1275.77,61.0,Muscle Relaxant,2018
1013117688,Neurosurgery,Tramadol Hcl,20,20.0,303,141.39,14.0,Opioid,2018
1013155092,Orthopedic Surgery,Acetaminophen With Codeine,31,31.0,144,175.8,22.0,Opioid,2018
1013155092,Orthopedic Surgery,Cyclobenzaprine Hcl,81,81.0,830,583.65,59.0,Muscle Relaxant,2018
1013155092,Orthopedic Surgery,Gabapentin,88,108.4,3242,1239.75,40.0,Gabapentinoid,2018
1013155092,Orthopedic Surgery,Hydrocodone/Acetaminophen,89,89.0,454,825.75,66.0,Opioid,2018
1013155092,Orthopedic Surgery,Ibuprofen,12,12.0,360,92.7,,NSAID,2018
1013155092,Orthopedic Surgery,Pregabalin,15,15.5,465,7446.68,,Gabapentinoid,2018
1013155092,Orthopedic Surgery,Meloxicam,73,84.3,2520,269.71,44.0,NSAID,2018
1013155092,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,166,166.3,973,2845.27,111.0,Opioid,2018
1013155092,Orthopedic Surgery,Tizanidine Hcl,17,17.0,290,138.71,12.0,Muscle Relaxant,2018
1013155092,Orthopedic Surgery,Tramadol Hcl,104,104.0,510,389.99,56.0,Opioid,2018
1013163120,Orthopedic Surgery,Cyclobenzaprine Hcl,16,18.0,480,412.93,,Muscle Relaxant,2018
1013163120,Orthopedic Surgery,Gabapentin,96,100.3,2884,1163.03,53.0,Gabapentinoid,2018
1013163120,Orthopedic Surgery,Hydrocodone/Acetaminophen,13,13.0,163,247.42,11.0,Opioid,2018
1013163120,Orthopedic Surgery,Meloxicam,91,94.0,2775,485.95,45.0,NSAID,2018
1013176734,Neurosurgery,Hydrocodone/Acetaminophen,17,17.0,123,202.46,15.0,Opioid,2018
1013176734,Neurosurgery,Oxycodone Hcl/Acetaminophen,18,18.0,121,425.94,11.0,Opioid,2018
1013182294,Neurosurgery,Gabapentin,24,46.0,1364,535.45,12.0,Gabapentinoid,2018
1013187756,Neurosurgery,Gabapentin,79,102.8,3074,1615.88,27.0,Gabapentinoid,2018
1013187756,Neurosurgery,Hydrocodone/Acetaminophen,32,32.0,588,399.44,20.0,Opioid,2018
1013187756,Neurosurgery,Pregabalin,17,17.0,495,7200.41,,Gabapentinoid,2018
1013187756,Neurosurgery,Oxycodone Hcl/Acetaminophen,25,25.0,448,698.89,19.0,Opioid,2018
1013187756,Neurosurgery,Tramadol Hcl,15,15.0,337,95.75,11.0,Opioid,2018
1013222660,Orthopedic Surgery,Gabapentin,17,19.0,525,262.7,,Gabapentinoid,2018
1013228261,Orthopedic Surgery,Cyclobenzaprine Hcl,14,14.0,240,85.47,12.0,Muscle Relaxant,2018
1013228261,Orthopedic Surgery,Gabapentin,21,27.3,820,536.2,11.0,Gabapentinoid,2018
1013228261,Orthopedic Surgery,Hydrocodone/Acetaminophen,59,59.0,483,805.82,44.0,Opioid,2018
1013228261,Orthopedic Surgery,Meloxicam,32,36.4,1080,93.15,18.0,NSAID,2018
1013228261,Orthopedic Surgery,Oxycodone Hcl,67,67.0,631,844.72,49.0,Opioid,2018
1013228261,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,40,40.0,338,635.75,27.0,Opioid,2018
1013228261,Orthopedic Surgery,Tramadol Hcl,100,100.0,1185,459.68,51.0,Opioid,2018
1013233071,Neurosurgery,Gabapentin,131,148.2,4392,1839.47,50.0,Gabapentinoid,2018
1013233071,Neurosurgery,Meloxicam,191,200.0,5932,1173.71,75.0,NSAID,2018
1013233071,Neurosurgery,Methocarbamol,17,17.0,482,312.66,,Muscle Relaxant,2018
1013233071,Neurosurgery,Tizanidine Hcl,157,166.3,4504,2623.0,97.0,Muscle Relaxant,2018
1013235423,Orthopedic Surgery,Gabapentin,29,29.0,814,414.6,,Gabapentinoid,2018
1013235423,Orthopedic Surgery,Hydrocodone/Acetaminophen,22,22.0,369,585.73,11.0,Opioid,2018
1013235423,Orthopedic Surgery,Tramadol Hcl,16,16.8,447,324.08,12.0,Opioid,2018
1013236348,Orthopedic Surgery,Cyclobenzaprine Hcl,12,12.0,283,398.37,,Muscle Relaxant,2018
1013236348,Orthopedic Surgery,Gabapentin,26,36.4,1092,242.58,17.0,Gabapentinoid,2018
1013236348,Orthopedic Surgery,Hydrocodone/Acetaminophen,38,38.0,310,362.29,25.0,Opioid,2018
1013236348,Orthopedic Surgery,Meloxicam,32,51.7,1550,122.1,17.0,NSAID,2018
1013236348,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,16,16.0,101,246.97,13.0,Opioid,2018
1013236348,Orthopedic Surgery,Tizanidine Hcl,13,13.0,158,89.97,11.0,Muscle Relaxant,2018
1013236348,Orthopedic Surgery,Tramadol Hcl,33,33.0,270,135.66,20.0,Opioid,2018
1013283019,Orthopedic Surgery,Hydrocodone/Acetaminophen,34,34.0,199,301.15,32.0,Opioid,2018
1013283019,Orthopedic Surgery,Meloxicam,65,69.0,2040,305.48,56.0,NSAID,2018
1013283019,Orthopedic Surgery,Oxycodone Hcl,26,26.0,169,282.51,26.0,Opioid,2018
1013283019,Orthopedic Surgery,Tizanidine Hcl,51,52.0,878,409.96,47.0,Muscle Relaxant,2018
1013283019,Orthopedic Surgery,Tramadol Hcl,14,14.0,100,56.54,13.0,Opioid,2018
1013900216,Neurosurgery,Cyclobenzaprine Hcl,51,51.0,948,379.45,23.0,Muscle Relaxant,2018
1013900216,Neurosurgery,Gabapentin,83,121.2,3566,955.64,32.0,Gabapentinoid,2018
1013900216,Neurosurgery,Hydrocodone/Acetaminophen,220,222.7,2091,3338.03,51.0,Opioid,2018
1013900216,Neurosurgery,Meloxicam,43,59.0,1730,252.18,16.0,NSAID,2018
1013900216,Neurosurgery,Oxycodone Hcl,52,52.0,470,799.51,27.0,Opioid,2018
1013900216,Neurosurgery,Oxycodone Hcl/Acetaminophen,254,254.0,2083,3529.66,33.0,Opioid,2018
1013900216,Neurosurgery,Tizanidine Hcl,25,33.0,767,818.35,16.0,Muscle Relaxant,2018
1013900216,Neurosurgery,Tramadol Hcl,62,64.0,950,360.08,28.0,Opioid,2018
1013900695,Orthopedic Surgery,Acetaminophen With Codeine,14,14.0,139,112.38,,Opioid,2018
1013900695,Orthopedic Surgery,Celecoxib,54,57.0,1685,3171.57,26.0,NSAID,2018
1013900695,Orthopedic Surgery,Diclofenac Sodium,230,230.0,6870,2838.18,160.0,NSAID,2018
1013900695,Orthopedic Surgery,Gabapentin,60,62.3,1820,1080.88,12.0,Gabapentinoid,2018
1013900695,Orthopedic Surgery,Hydrocodone/Acetaminophen,52,52.0,540,698.0,35.0,Opioid,2018
