Prscrbr_NPI,Prscrbr_Type,Gnrc_Name,Brnd_Name,Drug_Category,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,Year
1720358971,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,14,14.0,105,48.1,,2022
1720402522,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,113,113.0,617,619.4,54.0,2022
1720402522,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,20,20.0,99,195.2,12.0,2022
1720402522,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,16,16.0,101,44.48,,2022
1720421860,Neurosurgery,Baclofen,Baclofen,Muscle Relaxant,14,16.0,464,387.59,,2022
1720421860,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,127,133.0,3990,2223.63,33.0,2022
1720421860,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,24,26.0,780,857.01,,2022
1720423791,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,28,28.0,760,163.18,11.0,2022
1730113275,Neurosurgery,Ibuprofen,Ibuprofen,NSAID,25,29.0,698,361.09,12.0,2022
1730176389,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,47,51.9,1558,727.97,16.0,2022
1730176389,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,18,18.0,186,250.34,12.0,2022
1730176389,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,21,21.0,262,256.88,15.0,2022
1730176389,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,35,35.0,499,640.93,23.0,2022
1730176389,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,12,12.0,360,242.39,,2022
1730176389,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,45,45.0,820,354.29,33.0,2022
1730184920,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,15,15.0,410,160.71,,2022
1730184920,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,65,65.0,525,508.2,57.0,2022
1730184920,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,26,26.0,229,157.69,19.0,2022
1730272550,Neurosurgery,Baclofen,Baclofen,Muscle Relaxant,27,35.0,972,1072.75,,2022
1730272550,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,27,27.0,798,614.36,15.0,2022
1730272550,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,65,67.6,1972,698.34,20.0,2022
1730272550,Neurosurgery,Ibuprofen,Ibuprofen,NSAID,21,21.0,451,118.81,,2022
1730272550,Neurosurgery,Meloxicam,Meloxicam,NSAID,61,65.0,1950,148.1,22.0,2022
1730272550,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,29,29.0,740,393.08,22.0,2022
1730272550,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,60,60.0,468,662.01,44.0,2022
1730272550,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,68,84.0,2448,737.07,25.0,2022
1730340324,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,11,11.0,54,97.04,11.0,2022
1730347899,Neurosurgery,Diclofenac Sodium,Diclofenac Sodium,NSAID,15,15.0,395,216.46,,2022
1730347899,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,90,96.4,2891,961.14,36.0,2022
1730347899,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,145,145.0,1108,1662.75,131.0,2022
1730347899,Neurosurgery,Meloxicam,Meloxicam,NSAID,56,60.0,1800,391.71,39.0,2022
1730347899,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,21,21.0,304,187.37,18.0,2022
1730347899,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,23,23.0,236,110.4,21.0,2022
1730352535,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,12,12.0,94,50.07,,2022
1730352535,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,24,24.0,656,313.72,19.0,2022
1730352535,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,23,23.0,148,107.49,20.0,2022
1730368499,Neurosurgery,Diclofenac Sodium,Diclofenac Sodium,NSAID,12,12.0,340,285.46,,2022
1730368499,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,12,12.0,360,70.26,,2022
1730368499,Neurosurgery,Meloxicam,Meloxicam,NSAID,12,12.0,333,30.81,,2022
1730368499,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,15,15.0,153,73.78,12.0,2022
1730372731,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,11,11.0,330,382.59,,2022
1730473232,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,11,13.0,375,145.17,,2022
1730508169,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,11,11.0,161,45.36,,2022
1730508169,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,13,13.0,90,183.76,,2022
1730508169,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,27,27.0,372,275.71,20.0,2022
1730508169,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,35,35.0,241,278.33,24.0,2022
1730508169,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,13,13.0,78,98.93,12.0,2022
1730594805,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,12,12.0,179,112.9,,2022
1730594805,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,13,13.5,343,112.27,,2022
1730594805,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,21,21.0,158,158.26,21.0,2022
1730594805,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,24,24.0,294,217.19,17.0,2022
1730594805,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,60,60.0,455,623.78,44.0,2022
1730594805,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,21,21.3,345,179.93,15.0,2022
1740214295,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,27,29.0,700,408.55,,2022
1740221910,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,18,18.0,188,103.1,,2022
1740221910,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,68,75.1,2244,471.32,34.0,2022
1740221910,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,22,22.0,327,206.09,14.0,2022
1740244813,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,41,41.0,1179,1063.96,,2022
1740244813,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,53,53.0,343,577.68,39.0,2022
1740244813,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,22,22.0,175,228.66,15.0,2022
1740244813,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,11,11.0,79,49.95,,2022
1740250752,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,15,25.8,761,176.14,11.0,2022
1740250752,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,11,11.0,57,66.83,,2022
1740250752,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,16,16.0,62,129.95,14.0,2022
1740265370,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,41,41.0,184,279.69,35.0,2022
1740266758,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,11,17.0,482,715.98,,2022
1740266758,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,22,22.0,305,434.67,16.0,2022
1740276773,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,24,26.7,769,226.24,14.0,2022
1740276773,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,22,22.0,99,208.64,19.0,2022
1740276773,Neurosurgery,Naproxen,Naproxen,NSAID,14,14.0,405,107.57,11.0,2022
1740276773,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,33,39.0,668,167.49,11.0,2022
1740280064,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,48,66.0,1980,1194.63,16.0,2022
1740280064,Neurosurgery,Meloxicam,Meloxicam,NSAID,24,26.0,780,109.15,,2022
1740280064,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,16,16.0,98,70.92,,2022
1740280064,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,15,21.0,630,1615.02,,2022
1740280064,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,22,22.0,566,982.14,,2022
1740281880,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,27,27.0,810,499.19,,2022
1740281880,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,190,190.0,1348,2093.19,124.0,2022
1740281880,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,33,33.0,686,508.76,16.0,2022
1740281880,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,29,29.0,229,256.11,15.0,2022
1740284777,Neurosurgery,Flurbiprofen,Flurbiprofen,NSAID,28,28.0,599,485.64,27.0,2022
1740284777,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,33,38.3,1101,224.42,29.0,2022
1740284777,Neurosurgery,Meloxicam,Meloxicam,NSAID,32,36.1,1019,76.98,28.0,2022
1740321884,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,14,19.0,499,416.3,,2022
1740397199,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,13,13.0,117,102.67,,2022
1740397306,Neurosurgery,Acetaminophen With Codeine,Acetaminophen-Codeine,Opioid,11,11.0,212,190.45,,2022
1740397306,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,11,11.0,255,81.22,,2022
1740397306,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,106,117.5,3315,1330.36,40.0,2022
1740397306,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,193,193.0,2939,1797.19,76.0,2022
1740397306,Neurosurgery,Meloxicam,Meloxicam,NSAID,14,14.0,380,122.67,,2022
1740397306,Neurosurgery,Metaxalone,Metaxalone,Muscle Relaxant,15,15.0,365,2074.28,,2022
1740397306,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,126,126.0,2652,1101.72,66.0,2022
1740397306,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,14,14.0,205,144.24,,2022
1740397306,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,24,24.0,655,129.59,,2022
1740397306,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,163,163.5,2529,646.31,65.0,2022
1740414895,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,28,28.0,296,167.22,16.0,2022
1740414895,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,35,35.0,242,516.1,29.0,2022
1740414895,Neurosurgery,Meloxicam,Meloxicam,NSAID,17,17.0,510,49.38,14.0,2022
1740414895,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,11,11.0,121,67.39,,2022
1740414895,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,20,20.0,113,392.05,16.0,2022
1740418235,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,22,28.0,825,280.13,,2022
1740418235,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,22,22.0,145,220.67,16.0,2022
1740418235,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,12,12.0,83,20.2,,2022
1740463983,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,61,80.0,2101,1080.83,25.0,2022
1740463983,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,21,21.0,221,260.51,16.0,2022
1740463983,Neurosurgery,Meloxicam,Meloxicam,NSAID,11,11.0,330,40.26,,2022
1740463983,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,31,31.0,508,822.72,12.0,2022
1740463983,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,17,19.0,540,268.4,,2022
1740463983,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,18,18.0,247,42.19,12.0,2022
1740523869,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,25,25.0,750,573.25,11.0,2022
1740523869,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,65,65.0,459,656.1,58.0,2022
1740523869,Neurosurgery,Meloxicam,Meloxicam,NSAID,36,37.0,1110,215.92,17.0,2022
1740523869,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,101,101.0,1349,979.0,49.0,2022
1740523869,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,49,49.0,458,449.04,26.0,2022
1740523869,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,51,51.0,945,531.39,22.0,2022
1750311098,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,74,74.0,695,663.07,49.0,2022
1750311098,Neurosurgery,Meloxicam,Meloxicam,NSAID,20,25.0,750,109.65,12.0,2022
1750311098,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,30,30.0,273,169.25,24.0,2022
1750311098,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,14,14.0,143,135.29,12.0,2022
1750311098,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,15,15.0,241,56.16,12.0,2022
1750320511,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,23,27.0,810,614.62,,2022
1750320511,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,39,41.0,1230,602.27,17.0,2022
1750320511,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,38,38.0,433,795.8,15.0,2022
1750320511,Neurosurgery,Meloxicam,Meloxicam,NSAID,61,74.0,2220,343.27,24.0,2022
1750320511,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,21,27.0,800,778.18,11.0,2022
1750320511,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,20,20.0,188,382.5,,2022
1750320511,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,99,125.2,3756,2770.02,56.0,2022
1750331104,Neurosurgery,Baclofen,Baclofen,Muscle Relaxant,11,11.0,237,98.18,,2022
1750331104,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,30,30.3,506,231.16,17.0,2022
1750331104,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,76,84.0,2423,680.34,27.0,2022
1750331104,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,56,56.0,514,537.72,33.0,2022
1750331104,Neurosurgery,Meloxicam,Meloxicam,NSAID,11,17.0,510,93.0,,2022
1750331104,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,193,193.0,2232,1573.39,107.0,2022
1750331104,Neurosurgery,Naproxen,Naproxen,NSAID,12,12.0,360,8.52,,2022
1750331104,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,324,324.0,2956,4256.46,162.0,2022
1750331104,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,37,37.0,1110,862.57,,2022
1750331104,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,74,74.0,935,419.57,37.0,2022
1750331104,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,23,23.0,228,69.02,14.0,2022
1750354437,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,30,38.0,1140,366.76,22.0,2022
1750354437,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,69,71.0,694,741.01,54.0,2022
1750354437,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,116,116.0,865,1016.27,101.0,2022
1750354437,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,20,22.0,585,215.0,14.0,2022
1750354437,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,189,189.0,1562,948.79,144.0,2022
1750354437,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,24,24.0,250,78.06,19.0,2022
1750380580,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,24,24.0,430,227.05,,2022
1750380580,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,52,60.3,1745,491.64,28.0,2022
1750380580,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,39,39.0,283,400.48,27.0,2022
1750380580,Neurosurgery,Ibuprofen,Ibuprofen,NSAID,17,17.0,460,194.25,14.0,2022
1750380580,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,21,21.0,139,188.72,17.0,2022
1750380580,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,35,35.0,650,347.17,25.0,2022
1750380580,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,16,16.0,118,81.4,13.0,2022
1750388229,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,51,67.0,2010,1109.86,18.0,2022
1750388229,Neurosurgery,Meloxicam,Meloxicam,NSAID,36,40.0,1200,162.56,,2022
1750388229,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,16,16.0,310,161.13,,2022
1750389151,Neurosurgery,Acetaminophen With Codeine,Acetaminophen-Codeine,Opioid,15,15.0,105,117.29,,2022
1750389151,Neurosurgery,Baclofen,Baclofen,Muscle Relaxant,417,437.0,12255,3650.27,172.0,2022
1750389151,Neurosurgery,Etodolac,Etodolac,NSAID,85,124.0,3705,2556.91,36.0,2022
1750389151,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,520,624.6,18725,4209.95,189.0,2022
1750389151,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,40,40.0,717,297.72,23.0,2022
1750389151,Neurosurgery,Nabumetone,Nabumetone,NSAID,270,322.0,9633,2882.96,99.0,2022
1750389151,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,70,87.0,2396,393.63,25.0,2022
1750389151,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,30,30.0,210,98.16,20.0,2022
1750399275,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,12,12.0,235,117.23,11.0,2022
1750399275,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,11,11.0,220,64.11,,2022
1750399275,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,27,27.0,326,449.36,24.0,2022
1750399275,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,49,49.0,389,453.24,40.0,2022
1750399275,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,32,32.0,383,558.7,30.0,2022
1750399275,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,33,33.0,237,401.99,32.0,2022
1750399275,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,19,19.0,303,177.61,15.0,2022
1750487823,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,30,30.0,797,588.84,19.0,2022
1750487823,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,13,18.0,540,247.26,,2022
1750487823,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,53,53.0,309,634.22,41.0,2022
1750515029,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,19,19.0,190,101.68,16.0,2022
1750515029,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,24,24.0,198,279.01,15.0,2022
1750515029,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,11,11.0,73,113.13,,2022
1750517231,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,16,16.0,89,172.25,15.0,2022
1750519112,Neurosurgery,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,Muscle Relaxant,37,37.0,977,626.89,24.0,2022
1750519112,Neurosurgery,Diclofenac Sodium,Diclofenac Sodium,NSAID,16,16.0,346,388.0,,2022
1750519112,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,216,246.5,7368,3485.55,95.0,2022
1750519112,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,59,59.0,490,748.25,35.0,2022
1750519112,Neurosurgery,Meloxicam,Meloxicam,NSAID,205,251.0,7530,989.49,82.0,2022
1750519112,Neurosurgery,Methocarbamol,Methocarbamol,Muscle Relaxant,41,41.0,1190,705.67,20.0,2022
1750519112,Neurosurgery,Oxycodone Hcl,Oxycodone Hcl,Opioid,130,130.0,805,1055.85,88.0,2022
1750519112,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,79,89.0,2650,2168.36,32.0,2022
1750519112,Neurosurgery,Tizanidine Hcl,Tizanidine Hcl,Muscle Relaxant,127,155.0,4576,1901.19,82.0,2022
1750519112,Neurosurgery,Tramadol Hcl,Tramadol Hcl,Opioid,13,13.0,153,62.91,12.0,2022
1750587838,Neurosurgery,Diclofenac Sodium,Diclofenac Sodium,NSAID,44,48.0,1440,652.04,20.0,2022
1750587838,Neurosurgery,Gabapentin,Gabapentin,Gabapentinoid,34,36.0,1050,301.32,18.0,2022
1750587838,Neurosurgery,Hydrocodone/Acetaminophen,Hydrocodone-Acetaminophen,Opioid,85,85.0,550,977.36,62.0,2022
1750587838,Neurosurgery,Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,Opioid,151,151.0,1009,1848.85,129.0,2022
1750587838,Neurosurgery,Pregabalin,Pregabalin,Gabapentinoid,13,13.0,390,185.58,,2022
