Prscrbr_NPI,Prscrbr_Type,Gnrc_Name,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,Drug_Category,Year
1003844523,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,123,123.0,2945,4910.23,43.0,Opioid,2016
1003844523,Orthopedic Surgery,Tramadol Hcl,42,42.0,973,393.8,20.0,Opioid,2016
1003847484,Neurosurgery,Gabapentin,13,13.6,407,149.77,,Gabapentinoid,2016
1003850736,Neurosurgery,Gabapentin,12,12.0,340,65.83,,Gabapentinoid,2016
1003850736,Neurosurgery,Hydrocodone/Acetaminophen,92,94.0,1648,1661.5,57.0,Opioid,2016
1003850736,Neurosurgery,Oxycodone Hcl/Acetaminophen,109,109.0,1926,2899.64,89.0,Opioid,2016
1003860495,Neurosurgery,Hydrocodone/Acetaminophen,29,29.0,278,371.82,29.0,Opioid,2016
1003860495,Neurosurgery,Methocarbamol,13,13.0,130,83.49,13.0,Muscle Relaxant,2016
1003865429,Neurosurgery,Hydrocodone/Acetaminophen,17,17.0,67,159.31,17.0,Opioid,2016
1003870668,Orthopedic Surgery,Gabapentin,17,17.1,514,206.18,,Gabapentinoid,2016
1003878877,Neurosurgery,Baclofen,44,44.0,843,467.48,32.0,Muscle Relaxant,2016
1003878877,Neurosurgery,Hydrocodone/Acetaminophen,95,95.0,712,1746.83,76.0,Opioid,2016
1003878877,Neurosurgery,Oxycodone Hcl,12,12.0,92,160.89,,Opioid,2016
1003878877,Neurosurgery,Oxycodone Hcl/Acetaminophen,321,321.0,2220,7113.75,209.0,Opioid,2016
1003878877,Neurosurgery,Tizanidine Hcl,13,13.0,260,289.63,13.0,Muscle Relaxant,2016
1003878877,Neurosurgery,Tramadol Hcl,31,31.0,357,186.41,23.0,Opioid,2016
1003880238,Neurosurgery,Gabapentin,20,35.3,1060,179.35,16.0,Gabapentinoid,2016
1003880238,Neurosurgery,Hydrocodone/Acetaminophen,13,13.0,164,257.49,,Opioid,2016
1003880238,Neurosurgery,Hydromorphone Hcl,17,17.0,224,200.87,,Opioid,2016
1003880238,Neurosurgery,Ibuprofen,23,25.0,720,229.05,13.0,NSAID,2016
1003880238,Neurosurgery,Oxycodone Hcl,51,51.1,818,1551.24,30.0,Opioid,2016
1003880238,Neurosurgery,Tramadol Hcl,21,21.0,374,270.77,,Opioid,2016
1003891896,Neurosurgery,Fentanyl,11,11.0,294,761.26,,Opioid,2016
1003891896,Neurosurgery,Gabapentin,77,87.0,2610,917.35,42.0,Gabapentinoid,2016
1003891896,Neurosurgery,Hydrocodone/Acetaminophen,104,104.0,3000,2808.41,31.0,Opioid,2016
1003891896,Neurosurgery,Ibuprofen,15,15.0,450,187.13,,NSAID,2016
1003891896,Neurosurgery,Meloxicam,12,12.0,315,50.69,,NSAID,2016
1003891896,Neurosurgery,Naproxen,25,31.0,930,182.66,20.0,NSAID,2016
1003891896,Neurosurgery,Tramadol Hcl,14,14.0,400,172.51,,Opioid,2016
1003894460,Orthopedic Surgery,Oxycodone Hcl,12,12.0,179,364.08,11.0,Opioid,2016
1003897000,Orthopedic Surgery,Acetaminophen With Codeine,51,51.3,1015,550.85,33.0,Opioid,2016
1003897000,Orthopedic Surgery,Celecoxib,43,43.0,1280,2957.23,29.0,NSAID,2016
1003897000,Orthopedic Surgery,Cyclobenzaprine Hcl,12,12.0,282,112.2,,Muscle Relaxant,2016
1003897000,Orthopedic Surgery,Diclofenac Sodium,13,13.0,390,199.71,,NSAID,2016
1003897000,Orthopedic Surgery,Etodolac,406,409.0,12155,20191.14,282.0,NSAID,2016
1003897000,Orthopedic Surgery,Gabapentin,32,32.0,960,377.53,23.0,Gabapentinoid,2016
1003897000,Orthopedic Surgery,Hydrocodone/Acetaminophen,130,131.0,2329,2752.51,89.0,Opioid,2016
1003897000,Orthopedic Surgery,Meloxicam,20,20.0,600,104.4,12.0,NSAID,2016
1003897000,Orthopedic Surgery,Nabumetone,100,105.0,3150,1542.29,61.0,NSAID,2016
1003897000,Orthopedic Surgery,Naproxen,18,18.0,540,138.43,12.0,NSAID,2016
1003897000,Orthopedic Surgery,Tramadol Hcl,35,35.0,718,182.76,31.0,Opioid,2016
1003898255,Orthopedic Surgery,Gabapentin,41,42.7,1224,465.95,18.0,Gabapentinoid,2016
1003898255,Orthopedic Surgery,Meloxicam,21,31.0,930,194.17,,NSAID,2016
1003898255,Orthopedic Surgery,Tramadol Hcl,36,36.0,488,286.63,18.0,Opioid,2016
1003900051,Neurosurgery,Cyclobenzaprine Hcl,82,83.0,2431,519.02,53.0,Muscle Relaxant,2016
1003900051,Neurosurgery,Diclofenac Sodium,164,168.0,4890,2035.0,91.0,NSAID,2016
1003900051,Neurosurgery,Gabapentin,80,90.0,2675,798.25,35.0,Gabapentinoid,2016
1003900051,Neurosurgery,Hydrocodone/Acetaminophen,89,89.0,2000,1197.22,55.0,Opioid,2016
1003900051,Neurosurgery,Meloxicam,57,57.0,1687,210.02,35.0,NSAID,2016
1003900051,Neurosurgery,Oxycodone Hcl/Acetaminophen,17,17.0,227,309.16,17.0,Opioid,2016
1003900051,Neurosurgery,Tizanidine Hcl,37,37.0,1110,539.47,15.0,Muscle Relaxant,2016
1003900051,Neurosurgery,Tramadol Hcl,45,45.0,1171,244.66,37.0,Opioid,2016
1003915885,Orthopedic Surgery,Gabapentin,142,178.4,4744,1471.9,49.0,Gabapentinoid,2016
1003915885,Orthopedic Surgery,Hydrocodone/Acetaminophen,16,16.0,164,294.08,,Opioid,2016
1003915885,Orthopedic Surgery,Oxycodone Hcl,46,46.0,429,719.67,24.0,Opioid,2016
1003915885,Orthopedic Surgery,Tizanidine Hcl,22,22.0,660,766.66,,Muscle Relaxant,2016
1003915885,Orthopedic Surgery,Tramadol Hcl,150,152.5,2479,1620.41,66.0,Opioid,2016
1003920224,Neurosurgery,Acetaminophen With Codeine,47,47.0,299,640.18,19.0,Opioid,2016
1003920224,Neurosurgery,Cyclobenzaprine Hcl,14,14.0,203,39.51,,Muscle Relaxant,2016
1003920224,Neurosurgery,Gabapentin,24,24.1,641,461.73,,Gabapentinoid,2016
1003920224,Neurosurgery,Hydrocodone/Acetaminophen,92,92.0,715,2118.9,64.0,Opioid,2016
1003920224,Neurosurgery,Tizanidine Hcl,94,94.0,1070,1119.07,50.0,Muscle Relaxant,2016
1003920224,Neurosurgery,Tramadol Hcl,33,34.0,522,157.69,18.0,Opioid,2016
1003958893,Neurosurgery,Gabapentin,48,66.0,1761,663.48,19.0,Gabapentinoid,2016
1003958893,Neurosurgery,Naproxen,14,14.0,340,83.31,,NSAID,2016
1003980566,Orthopedic Surgery,Carisoprodol,15,15.0,320,44.65,,Muscle Relaxant,2016
1003980566,Orthopedic Surgery,Gabapentin,48,53.2,1499,731.54,,Gabapentinoid,2016
1003980566,Orthopedic Surgery,Hydrocodone/Acetaminophen,187,187.0,3345,9617.26,39.0,Opioid,2016
1003980566,Orthopedic Surgery,Morphine Sulfate,17,17.7,470,961.09,,Opioid,2016
1003980566,Orthopedic Surgery,Morphine Sulfate,17,18.0,514,851.99,,Opioid,2016
1003980566,Orthopedic Surgery,Oxycodone Hcl,24,25.0,534,967.27,,Opioid,2016
1003980566,Orthopedic Surgery,Oxycodone Hcl,22,22.0,660,10605.1,,Opioid,2016
1003980566,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,171,171.7,2644,15599.99,27.0,Opioid,2016
1003980566,Orthopedic Surgery,Oxycodone Hcl,45,45.0,1260,26158.77,,Opioid,2016
1003980566,Orthopedic Surgery,Tramadol Hcl,37,37.8,754,492.94,16.0,Opioid,2016
1003986514,Orthopedic Surgery,Gabapentin,320,359.0,10746,2515.84,140.0,Gabapentinoid,2016
1003986514,Orthopedic Surgery,Hydrocodone/Acetaminophen,50,50.0,499,800.92,36.0,Opioid,2016
1003986514,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,50,50.0,459,1010.16,26.0,Opioid,2016
1003986514,Orthopedic Surgery,Tramadol Hcl,65,65.0,540,353.27,46.0,Opioid,2016
1003986514,Orthopedic Surgery,Diclofenac Sodium,22,24.4,394,1677.17,16.0,NSAID,2016
1013002625,Orthopedic Surgery,Gabapentin,11,11.0,330,136.74,,Gabapentinoid,2016
1013002625,Orthopedic Surgery,Hydrocodone/Acetaminophen,82,82.0,821,1561.42,46.0,Opioid,2016
1013002625,Orthopedic Surgery,Ibuprofen,23,25.0,630,132.99,15.0,NSAID,2016
1013002625,Orthopedic Surgery,Meloxicam,21,29.0,870,186.99,12.0,NSAID,2016
1013002625,Orthopedic Surgery,Tramadol Hcl,90,90.0,1622,822.19,51.0,Opioid,2016
1013061084,Neurosurgery,Hydrocodone/Acetaminophen,28,28.0,261,414.24,22.0,Opioid,2016
1013061084,Neurosurgery,Oxycodone Hcl/Acetaminophen,21,21.0,245,610.36,14.0,Opioid,2016
1013074558,Neurosurgery,Gabapentin,11,11.0,290,92.56,,Gabapentinoid,2016
1013089663,Orthopedic Surgery,Hydrocodone/Acetaminophen,26,26.0,211,322.23,15.0,Opioid,2016
1013089663,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,41,41.0,264,494.9,21.0,Opioid,2016
1013089663,Orthopedic Surgery,Tramadol Hcl,13,13.0,208,73.89,,Opioid,2016
1013097427,Neurosurgery,Hydrocodone/Acetaminophen,20,20.3,282,278.77,19.0,Opioid,2016
1013097427,Neurosurgery,Hydromorphone Hcl,16,16.0,183,137.57,11.0,Opioid,2016
1013097427,Neurosurgery,Oxycodone Hcl/Acetaminophen,69,69.7,833,2014.08,57.0,Opioid,2016
1013107150,Orthopedic Surgery,Oxycodone Hcl,23,23.0,374,451.87,,Opioid,2016
1013114735,Neurosurgery,Cyclobenzaprine Hcl,25,25.0,501,282.24,16.0,Muscle Relaxant,2016
1013114735,Neurosurgery,Gabapentin,11,11.0,330,136.99,,Gabapentinoid,2016
1013114735,Neurosurgery,Hydrocodone/Acetaminophen,50,50.0,419,799.88,29.0,Opioid,2016
1013114735,Neurosurgery,Oxycodone Hcl/Acetaminophen,50,50.0,320,849.52,38.0,Opioid,2016
1013114735,Neurosurgery,Tramadol Hcl,30,30.0,326,176.6,23.0,Opioid,2016
1013117688,Neurosurgery,Cyclobenzaprine Hcl,35,35.0,674,162.96,24.0,Muscle Relaxant,2016
1013117688,Neurosurgery,Gabapentin,27,31.2,936,359.58,17.0,Gabapentinoid,2016
1013117688,Neurosurgery,Hydrocodone/Acetaminophen,120,120.0,1356,2175.53,73.0,Opioid,2016
1013117688,Neurosurgery,Oxycodone Hcl,43,43.0,594,819.61,24.0,Opioid,2016
1013117688,Neurosurgery,Oxycodone Hcl/Acetaminophen,68,68.0,655,2726.18,43.0,Opioid,2016
1013117688,Neurosurgery,Tizanidine Hcl,40,40.0,505,325.46,28.0,Muscle Relaxant,2016
1013117688,Neurosurgery,Tramadol Hcl,18,18.0,208,106.18,14.0,Opioid,2016
1013131275,Neurosurgery,Oxycodone Hcl,20,20.0,145,95.97,18.0,Opioid,2016
1013137991,Neurosurgery,Gabapentin,13,13.0,390,174.64,,Gabapentinoid,2016
1013155092,Orthopedic Surgery,Acetaminophen With Codeine,21,21.0,152,166.83,12.0,Opioid,2016
1013155092,Orthopedic Surgery,Gabapentin,20,24.1,724,263.77,16.0,Gabapentinoid,2016
1013155092,Orthopedic Surgery,Hydrocodone/Acetaminophen,63,63.0,679,954.35,43.0,Opioid,2016
1013155092,Orthopedic Surgery,Meloxicam,47,49.1,1450,206.06,26.0,NSAID,2016
1013155092,Orthopedic Surgery,Oxycodone Hcl,11,11.0,138,151.73,,Opioid,2016
1013155092,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,97,97.0,815,2700.36,66.0,Opioid,2016
1013155092,Orthopedic Surgery,Tramadol Hcl,62,62.0,648,429.85,43.0,Opioid,2016
1013160209,Neurosurgery,Acetaminophen With Codeine,23,23.0,690,366.05,18.0,Opioid,2016
1013160209,Neurosurgery,Gabapentin,468,508.3,15187,6093.53,140.0,Gabapentinoid,2016
1013160209,Neurosurgery,Hydrocodone/Acetaminophen,86,86.0,1718,2182.94,52.0,Opioid,2016
1013160209,Neurosurgery,Pregabalin,19,19.0,545,7011.68,,Gabapentinoid,2016
1013160209,Neurosurgery,Oxycodone Hcl/Acetaminophen,25,25.0,542,1416.65,14.0,Opioid,2016
1013160209,Neurosurgery,Tramadol Hcl,28,28.0,807,215.49,19.0,Opioid,2016
1013176734,Neurosurgery,Hydrocodone/Acetaminophen,40,41.3,386,676.16,29.0,Opioid,2016
1013176734,Neurosurgery,Oxycodone Hcl/Acetaminophen,59,59.0,484,1262.38,33.0,Opioid,2016
1013176734,Neurosurgery,Tizanidine Hcl,17,17.0,285,514.95,12.0,Muscle Relaxant,2016
1013176734,Neurosurgery,Tramadol Hcl,19,19.0,262,73.24,14.0,Opioid,2016
1013182294,Neurosurgery,Oxycodone Hcl,12,12.0,121,214.93,,Opioid,2016
1013182294,Neurosurgery,Oxycodone Hcl/Acetaminophen,12,12.0,67,128.49,,Opioid,2016
1013187756,Neurosurgery,Gabapentin,49,65.0,1882,514.26,17.0,Gabapentinoid,2016
1013187756,Neurosurgery,Hydrocodone/Acetaminophen,28,29.3,814,589.28,22.0,Opioid,2016
1013187756,Neurosurgery,Oxycodone Hcl/Acetaminophen,34,35.5,976,2032.83,20.0,Opioid,2016
1013222660,Orthopedic Surgery,Meloxicam,14,16.0,434,78.38,,NSAID,2016
1013222660,Orthopedic Surgery,Oxycodone Hcl,14,14.0,142,173.0,,Opioid,2016
1013222660,Orthopedic Surgery,Tramadol Hcl,17,17.3,300,184.21,12.0,Opioid,2016
1013900216,Neurosurgery,Cyclobenzaprine Hcl,30,31.0,737,345.48,16.0,Muscle Relaxant,2016
1013900216,Neurosurgery,Gabapentin,100,144.5,4210,1127.33,29.0,Gabapentinoid,2016
1013900216,Neurosurgery,Hydrocodone/Acetaminophen,282,283.0,3922,7139.75,57.0,Opioid,2016
1013900216,Neurosurgery,Hydromorphone Hcl,18,18.0,177,143.37,,Opioid,2016
1013900216,Neurosurgery,Meloxicam,27,48.0,1425,242.47,14.0,NSAID,2016
1013900216,Neurosurgery,Methocarbamol,12,12.0,140,96.94,,Muscle Relaxant,2016
1013900216,Neurosurgery,Oxycodone Hcl,59,60.0,730,948.21,30.0,Opioid,2016
1013900216,Neurosurgery,Oxycodone Hcl/Acetaminophen,190,190.0,2602,4807.05,65.0,Opioid,2016
1013900216,Neurosurgery,Tizanidine Hcl,22,22.0,475,359.21,17.0,Muscle Relaxant,2016
1013900216,Neurosurgery,Tramadol Hcl,73,76.0,1078,566.93,18.0,Opioid,2016
1013900695,Orthopedic Surgery,Acetaminophen With Codeine,12,12.0,89,150.89,,Opioid,2016
1013900695,Orthopedic Surgery,Celecoxib,25,31.0,930,1890.99,,NSAID,2016
1013900695,Orthopedic Surgery,Diclofenac Sodium,213,216.0,6480,2477.19,138.0,NSAID,2016
1013900695,Orthopedic Surgery,Gabapentin,13,15.0,450,131.41,,Gabapentinoid,2016
1013900695,Orthopedic Surgery,Hydrocodone/Acetaminophen,78,78.3,1020,1924.51,54.0,Opioid,2016
1013900695,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,77,77.0,814,1556.63,54.0,Opioid,2016
1013900695,Orthopedic Surgery,Tramadol Hcl,93,93.0,1731,657.98,61.0,Opioid,2016
1013911510,Orthopedic Surgery,Acetaminophen With Codeine,12,12.0,123,139.69,,Opioid,2016
1013911510,Orthopedic Surgery,Gabapentin,71,87.5,2525,844.94,29.0,Gabapentinoid,2016
1013911510,Orthopedic Surgery,Hydrocodone/Acetaminophen,129,129.0,1419,2101.98,92.0,Opioid,2016
1013911510,Orthopedic Surgery,Methocarbamol,41,41.0,846,352.66,25.0,Muscle Relaxant,2016
1013911510,Orthopedic Surgery,Morphine Sulfate,11,11.0,165,310.05,,Opioid,2016
1013911510,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,53,53.4,695,1981.2,31.0,Opioid,2016
1013911510,Orthopedic Surgery,Tramadol Hcl,29,29.0,391,136.06,26.0,Opioid,2016
1013912617,Orthopedic Surgery,Cyclobenzaprine Hcl,98,110.0,3290,836.96,33.0,Muscle Relaxant,2016
1013912617,Orthopedic Surgery,Gabapentin,67,85.0,2543,1554.4,18.0,Gabapentinoid,2016
1013912617,Orthopedic Surgery,Hydrocodone/Acetaminophen,658,658.5,13857,19606.94,98.0,Opioid,2016
1013912617,Orthopedic Surgery,Hydromorphone Hcl,30,30.0,457,320.36,,Opioid,2016
